07:36:47:324 [ 'ORDEN ID', 226 ]
]
09:05:12:911 [ 'VOLUMEN', { '5': 0 } ]
09:05:12:920 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
09:05:13:913 [ 'VOLUMEN', { '5': 0 } ]
09:05:13:923 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
09:05:14:916 [ 'VOLUMEN', { '5': 0 } ]
09:05:14:925 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
09:05:15:919 [ 'VOLUMEN', { '5': 0 } ]
09:05:15:926 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
09:05:16:923 [ 'VOLUMEN', { '5': 0 } ]
09:05:16:934 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
09:05:17:926 [ 'VOLUMEN', { '5': 0 } ]
09:05:17:936 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
09:05:44:292 main.ts
09:05:44:336 main.ts
09:05:44:338 [
  'Configuration',
  {
    token: 'c7f14f4e4339dd99b0ef31e118f722e94fbd1012d8045eb7bab291d12eb4ce85a0',
    urlRest: 'https://ps-test.fitosatbeta.com',
    nDevices: 4,
    device1: 'COM4',
    device2: 'COM29',
    device3: 'COM6',
    device4: 'COM36',
    device5: ''
  }
]
09:05:47:432 [ 'VOLUMEN', { '5': 0 } ]
09:05:47:444 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
09:05:48:435 [ 'VOLUMEN', { '5': 0 } ]
09:05:48:441 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
09:05:49:437 [ 'VOLUMEN', { '5': 0 } ]
09:05:49:441 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
09:05:50:441 [ 'VOLUMEN', { '5': 0 } ]
09:05:50:449 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
09:05:51:444 [ 'VOLUMEN', { '5': 0 } ]
09:05:51:452 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
09:05:51:490 [ 'Comando desactivar valvula izquierda', '{"20":false}' ]
09:05:51:491 [ 'Comando Regulador', '22|0' ]
09:05:52:447 [ 'VOLUMEN', { '5': 0 } ]
09:05:52:450 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
09:05:53:450 [ 'VOLUMEN', { '5': 0 } ]
09:05:53:455 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
09:05:54:327 [ 'Comando Regulador', '22|11' ]
09:05:54:328 [ 'Comando desactivar valvula izquierda', '{"20":false}' ]
09:05:54:453 [ 'VOLUMEN', { '5': 0 } ]
09:05:54:458 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
09:05:55:456 [ 'VOLUMEN', { '5': 0 } ]
09:05:55:461 [ 'Comando Regulador', '22|11' ]
09:05:56:460 [ 'VOLUMEN', { '5': 0 } ]
09:05:57:463 [ 'VOLUMEN', { '5': 0 } ]
09:05:58:466 [ 'VOLUMEN', { '5': 0 } ]
09:05:59:469 [ 'VOLUMEN', { '5': 0 } ]
09:06:00:473 [ 'VOLUMEN', { '5': 0 } ]
09:06:01:476 [ 'VOLUMEN', { '5': 0 } ]
09:06:02:480 [ 'VOLUMEN', { '5': 0 } ]
09:06:03:483 [ 'VOLUMEN', { '5': 0 } ]
09:06:04:486 [ 'VOLUMEN', { '5': 0 } ]
09:06:05:489 [ 'VOLUMEN', { '5': 0 } ]
09:06:06:493 [ 'VOLUMEN', { '5': 0 } ]
09:06:07:496 [ 'VOLUMEN', { '5': 0 } ]
09:06:08:499 [ 'VOLUMEN', { '5': 0 } ]
09:06:09:503 [ 'VOLUMEN', { '5': 0 } ]
09:06:10:506 [ 'VOLUMEN', { '5': 0 } ]
09:06:11:509 [ 'VOLUMEN', { '5': 0 } ]
09:06:12:513 [ 'VOLUMEN', { '5': 0 } ]
09:06:13:516 [ 'VOLUMEN', { '5': 0 } ]
09:06:14:520 [ 'VOLUMEN', { '5': 0 } ]
09:06:15:522 [ 'VOLUMEN', { '5': 0 } ]
09:06:16:526 [ 'VOLUMEN', { '5': 0 } ]
09:06:17:530 [ 'VOLUMEN', { '5': 0 } ]
09:06:18:533 [ 'VOLUMEN', { '5': 0 } ]
09:06:19:535 [ 'VOLUMEN', { '5': 0 } ]
09:06:20:539 [ 'VOLUMEN', { '5': 0 } ]
09:06:21:542 [ 'VOLUMEN', { '5': 0 } ]
09:06:22:545 [ 'VOLUMEN', { '5': 0 } ]
09:06:23:549 [ 'VOLUMEN', { '5': 0 } ]
09:06:24:552 [ 'VOLUMEN', { '5': 0 } ]
09:06:25:555 [ 'VOLUMEN', { '5': 0 } ]
09:06:26:559 [ 'VOLUMEN', { '5': 0 } ]
09:06:27:562 [ 'VOLUMEN', { '5': 0 } ]
09:06:28:565 [ 'VOLUMEN', { '5': 0 } ]
09:06:29:569 [ 'VOLUMEN', { '5': 0 } ]
09:06:30:572 [ 'VOLUMEN', { '5': 0 } ]
09:06:30:879 [ 'Comando desactivar valvula izquierda', '{"20":false}' ]
09:06:31:576 [ 'VOLUMEN', { '5': 0 } ]
09:06:32:579 [ 'VOLUMEN', { '5': 0 } ]
09:06:33:582 [ 'VOLUMEN', { '5': 0 } ]
09:06:34:585 [ 'VOLUMEN', { '5': 0 } ]
09:06:35:199 [ 'Comando Regulador', '22|8' ]
